name_df1,name_df2,price_df1,price_df2,similarity
MARY BOSQUES BOTOXX CAPILAR x 250 gr., MARY BOSQUES BOTOXX CAPILAR POTE x 200 gr. ,$619,988.83,94
MARY BOSQUES KERATINA EN CREMA SOBRE x 250 grs., MARY BOSQUES KERATINA EN CREMA POTE x 200 gr. ,$508,867.84,91
MARY BOSQUES CREMA ARGAN REGENARACION CAPILAR CON CELULAS MADRE x 250 gr., MARY BOSQUES CREMA ARGAN REGENARACION CAPILAR CON CELULAS MADRE POTE x 200 gr. ,$624,987.56,97
MARY BOSQUES 3 MINUTOS REPARADOR INTENSIVO x 250 gr., MARY BOSQUES 3 MINUTOS REPARADOR INTENSIVO x 200 gr. ,$630,952.53,98
NONISEC PAÑAL ADULTO GRANDE x 10u, NONISEC PAÑAL ADULTO ULTRA GRANDE x  8 unid. ,$831,1091.04,93
"CINTA ADHESIVA HIPOALERGIC SENSITIVE 2,5 cm x 2,5 mts"," CINTA ADHESIVA HIPOALERGIC SENSITIVE 2,5 cm x 2,5 mts ",$1.358,744.09,100
CATETER TEFLON DEXAL N.20 (TIPO ABOCAT), CATETER TEFLON DEXAL N.14 (TIPO ABOCAT) ,$40,49.0,96
ELECTRODO K/KAUTION BOLSA x 50 UNIDADES, ELECTRODO DEXAL BOLSA x 50 UNIDADES ,$1.153,986.0,91
PERFUS TIPO SIN AGUJA (V14) Nro 1 MACROGOTERO TRUX, PERFUS TIPO SIN AGUJA (V14) Nro 1 MACROGOTERO BREMEN ,$47,46.57,95
JESSAMY LIMAS CON ESTUCHE TROPICAL TARRO x 60 unid. L390, JESSAMY LIMAS CON ESTUCHE TROPICAL TARRO x 60 unid.     L390 ,$6.208,5912.62,100
CORTA UÑAS FUREY BOLSITA CHICO C1777, CORTA UÑAS FUREY BOLSITA CHICO C1777 ,$85,133.84,100
AEROCAMARA ADULTO AERO100 CON MASCARA AB00104, AEROCAMARA ADULTO AERO100 CON MASCARA AB00104 ,$731,696.0,100
CLAMP UMBILICAL EUROMIX, CLAMP UMBILICAL EUROMIX ,$35,33.0,100
BOLSA COLECTOR DE ORINA BREMEN CAMA CON DESAGOTE, BOLSA COLECTOR DE ORINA BREMEN CAMA CON DESAGOTE ,$108,102.84,100
AGUJA PERICRANEAL (TIPO BUTERFLY) EURO MIX N. 25, AGUJA PERICRANEAL (TIPO BUTERFLY) EURO MIX N. 25 ,$28,27.0,100
AGUJA PERICRANEAL (TIPO BUTERFLY) EURO MIX N. 23, AGUJA PERICRANEAL (TIPO BUTERFLY) EURO MIX N. 25 ,$28,27.0,98
AGUJA PERICRANEAL (TIPO BUTERFLY) EURO MIX N. 21, AGUJA PERICRANEAL (TIPO BUTERFLY) EURO MIX N. 25 ,$28,27.0,98
REPUESTO TENSIOMETRO ANEROIDE BOLSO CON CIERRE, REPUESTO TENSIOMETRO ANEROIDE BOLSO CON CIERRE ,$321,314.84,100
ESTETOSCOPIO SIMPLE IMPORTADO FUREY, ESTETOSCOPIO SIMPLE IMPORTADO FUREY ,$597,585.31,100
GUANTE NITRILO ELIT CAJA 100 U. AZUL EXTRA GRANDE, GUANTE NITRILO ELIT CAJA 100 U. NEGRO GRANDE ,$626,596.0,92
GUANTE NITRILO ELIT CAJA 100 U. AZUL GRANDE, GUANTE NITRILO ELIT CAJA 100 U. NEGRO GRANDE ,$626,596.0,94
GUANTE NITRILO ELIT CAJA 100 U. AZUL MEDIANO, GUANTE NITRILO ELIT CAJA 100 U. NEGRO MEDIANO ,$626,596.0,94
GUANTE NITRILO ELIT CAJA 100 U. AZUL CHICO, GUANTE NITRILO ELIT CAJA 100 U. NEGRO CHICO ,$626,596.0,94
GUANTE NITRILO ELIT CAJA 100 U. NEGRO GRANDE, GUANTE NITRILO ELIT CAJA 100 U. NEGRO MEDIANO ,$626,596.0,91
IYOSEI CERA CAPILAR HYDRO BALANCE CLASICA x 50 gr., IYOSEI CERA CAPILAR HYDRO BALANCE HARD x 50 gr. ,$507,555.1,94
IYOSEI CERA CAPILAR REPAIR COMPLEX x 50 gr., IYOSEI CERA CAPILAR REPAIR COMPLEX x 50 gr. ,$507,555.1,100
IYOSEI CERA CAPILAR HYDRO BALANCE HARD x 50 gr., IYOSEI CERA CAPILAR HYDRO BALANCE HARD x 50 gr. ,$507,555.1,100
IYOSEI CERA CAPILAR SHINE & GLOSS x 50 gr., IYOSEI CERA CAPILAR SHINE & GLOSS x 50 gr. ,$507,555.1,100
IYOSEI CERA CAPILAR TUTTI FRUTTI x 50 gr., IYOSEI CERA CAPILAR TUTTI FRUTTI x 50 gr. ,$507,555.1,100
IYOSEI CERA CAPILAR ANTI FRIZZ LACIOS x 50 gr., IYOSEI CERA CAPILAR ANTI FRIZZ LACIOS x 50 gr. ,$507,555.1,100
IYOSEI CERA CAPILAR GUARANA x 50 gr., IYOSEI CERA CAPILAR GUARANA x 50 gr. ,$507,555.1,100
OTOWIL HOMBRE SHAMPOO TRES EN 1 x 250 gr, OTOWIL HOMBRE SHAMPOO TRES EN 1 x 250 gr ,$668,508.77,100
OTOWIL HOMBRE CREMA PARA PEINAR POMO x 150 gr, OTOWIL HOMBRE CREMA PARA PEINAR POMO x 150 gr ,$308,292.92,100
OTOWIL MASCARA FACIAL PEEL OFF x 25 gr., OTOWIL MASCARA FACIAL PEEL OFF x 25 gr. ,$328,343.11,100
OTOWIL MASCARA FACIAL ESPINILLAS TELA x 20 gr., OTOWIL MASCARA FACIAL ESPINILLAS TELA x 20 gr.- APTO VEGANOS ,$378,396.41,100
OTOWIL ACEITE DE COCO CON QUINOA x 10 cc, OTOWIL ACEITE DE COCO CON QUINOA x 10 cc ,$111,116.59,100
IYOSEI SAVIA VEGETAL KERATINA x 150 gr., IYOSEI SAVIA VEGETAL KERATINA x 150 gr. ,$410,449.24,100
VIVANT CREMA DE ORDEÑE NUTRICION x 200 gr., VIVANT CREMA DE ORDEÑE NUTRICION x 200 gr. ,$596,653.06,100
VIVANT CREMA DE ORDEÑE HIDRATACION x 200 gr., VIVANT CREMA DE ORDEÑE HIDRATACION x 200 gr. ,$596,653.06,100
IYOSEI CREMA M&C Q10 x 240 gr., IYOSEI CREMA M&C Q10 x 240 gr. ,$485,531.22,100
IYOSEI CREMA M&C ALOE VERA x 240 gr., IYOSEI CREMA M&C Q10 x 240 gr. ,$485,531.22,93
IYOSEI CREMA M&C KARITE x 240 gr., IYOSEI CREMA M&C Q10 x 240 gr. ,$485,531.22,93
IYOSEI ARGAN SHOCK x 125 ml., IYOSEI ARGAN SHOCK x 125 ml. ,$402,439.76,100
IYOSEI SILIKON SHOCK x 130 ml., IYOSEI SILIKON SHOCK x 130 ml. ,$402,439.76,100
IYOSEI PROTECTOR THERMICO CAPILAR x 150 gr., IYOSEI PROTECTOR THERMICO CAPILAR x 150 gr. ,$587,643.12,100
IYOSEI CERA CAPILAR MACADAMIA x 50 gr., IYOSEI CERA CAPILAR MACADAMIA x 50 gr. ,$507,555.1,100
IYOSEI CERA CAPILAR ARGAN ELIXIR x 50 gr., IYOSEI CERA CAPILAR ARGAN ELIXIR x 50 gr. ,$507,555.1,100
IYOSEI CERA CAPILAR FILTRO UV x 50 gr., IYOSEI CERA CAPILAR FILTRO UV x 50 gr. ,$507,555.1,100
IYOSEI BAÑO DE LUZ ACLARANTE x 200 ml., IYOSEI BAÑO DE LUZ ACLARANTE x 200 ml. ,$474,553.25,100
IYOSEI ARGAN ELIXIR OLEO CAPILAR x 30 ml., IYOSEI ARGAN ELIXIR OLEO CAPILAR x 30 ml. ,$752,716.02,100
IYOSEI ORTIGA SHAMPO FORTIFICANTE x 430 ml., IYOSEI ORTIGA SHAMPO FORTIFICANTE x 430 ml. ,$1.147,1256.04,100
GUANTE LATEX FUREY CHICO x 100 u, GUANTE LATEX AS CHICO  x 100 u. ,$542,516.0,95
ESTETOSCOPIO SIMPLE CORONET COLORES HS30A1, ESTETOSCOPIO SIMPLE CORONET COLORES HS30A1 ,$597,585.31,100
TENSIOMETRO CON ESTETOSCOPIO FUREY SUPERIOR VIOLETA, TENSIOMETRO CON ESTETOSCOPIO FUREY SUPERIOR AZUL ,$4.062,4174.0,95
TENSIOMETRO CON ESTETOSCOPIO FUREY SUPERIOR AZUL, TENSIOMETRO CON ESTETOSCOPIO FUREY SUPERIOR AZUL ,$4.062,4174.0,100
JESSAMY ESPONJA DE BAÑO POM POM EXFOLIANTE RED PLASTICA E2000, JESSAMY ESPONJA DE BAÑO POM POM EXFOLIANTE RED PLASTICA E2000 ,$295,281.03,100
HIPOALERGIC AG+ APOSITO ANTI BACTERIAL HIPOALERGIC x 20 unid., HIPOALERGIC AG+ APOSITO ANTIBACTERIAL x 30 unid. ,$218,390.5,97
GASA EN CAJA HIDROGASA N.1 10x10 2 SOBRES DE 16 TROZOS, GASA EN CAJA HIDROGASA N.1 10x10   2 SOBRES DE 16 TROZOS ,$128,128.0,100
O2+ TIJERA MANICURIA INDIVIDUAL (8030), O2+ TIJERA MANICURIA INDIVIDUAL (8016) ,$393,374.07,94
O2+ PINZA DE DEPILAR INDIVIDUAL (8030), O2+ PINZA DE DEPILAR INDIVIDUAL (8030) ,$166,157.7,100
O2+ CORTA UÑAS INDIVIDUAL (8047), O2+ CORTA UÑAS INDIVIDUAL (8047) ,$291,276.87,100
GUANTE NITRILO ELIT CAJA 100 U. NEGRO EXTRA GRANDE, GUANTE NITRILO ELIT CAJA 100 U. NEGRO MEDIANO ,$626,596.0,90
GUANTE NITRILO ELIT CAJA 100 U. NEGRO MEDIANO, GUANTE NITRILO ELIT CAJA 100 U. NEGRO MEDIANO ,$626,596.0,100
GUANTE NITRILO ELIT CAJA 100 U. NEGRO CHICO, GUANTE NITRILO ELIT CAJA 100 U. NEGRO MEDIANO ,$626,596.0,92
APOSITO PROTECTOR FUREY CAJITA x 10 u, APOSITO PROTECTOR  FUREY CAJITA x 10 u ,$76,64.8,100
MAS SET DE REGALO N. 3 30, MAS SET DE REGALO N. 3  30 ,$3.829,3646.51,100
NONISEC APOSITOS INCONTINENCIA MODERADA x 10 unid., NONISEC APOSITOS INCONTINENCIA MODERADA x 10 unid. ,$431,434.35,100
NONISEC APOSITOS INCONTINENCIA LEVE x 10 unid., NONISEC APOSITOS INCONTINENCIA MODERADA x 10 unid. ,$367,434.35,94
NONISEC ZALEA GRANDE x 10 unid., NONISEC ZALEA GRANDE x 10 unid. ,$1.244,1252.39,100
NONISEC PAÑAL ADULTO ULTRA EXTRA GRANDE x 8 unid., NONISEC PAÑAL ADULTO ULTRA GRANDE x  8 unid. ,$1.178,1091.04,100
NONISEC PAÑAL ADULTO ULTRA GRANDE x 8 unid., NONISEC PAÑAL ADULTO ULTRA GRANDE x  8 unid. ,$1.083,1091.04,100
PROTECTORES DIARIOS TANGA DONCELLA x 20 u, PROTECTORES DIARIOS DONCELLA x 20 u ,$187,112.42,100
PROTECTORES DIARIOS DONCELLA maxi pack x 60 u, PROTECTORES DIARIOS DONCELLA x 20 u ,$382,112.42,96
TOALLA HIGIENICA DONCELLA POCKET CON ALAS NOCTURNAS x 8 u., TOALLA HIGIENICA DONCELLA POCKET CON ALAS NOCTURNAS x 8 u. ,$164,157.32,100
BOWL INFANTIL VIOLETA, BOWL INFANTIL VIOLETA ,$78,85.1,100
BOWL INFANTIL VERDE, BOWL INFANTIL VERDE ,$78,85.1,100
BOWL INFANTIL ROSA, BOWL INFANTIL ROSA ,$78,85.1,100
BOWL INFANTIL CELESTE, BOWL INFANTIL CELESTE ,$78,85.1,100
PUMP GEL GRANDE PACK 25x23 cm, PUMP GEL GRANDE PACK 25x23 cm ,$599,629.4,100
PUMP GEL CHICO PACK 15x25 cm, PUMP GEL CHICO PACK 15x25 cm ,$405,436.38,100
PUMP GEL MINI PACK 15x15 cm, PUMP GEL MINI PACK 15x15 cm ,$370,394.42,100
TENSIOMETRO DIGITAL AUT.BRAZO CHU304 CITIZEN, TENSIOMETRO DIGITAL AUT.BRAZO CHU304 CITIZEN ,$14.590,13895.0,100
PLATO TRES DIVISIONES VIOLETA, PLATO TRES DIVISIONES VIOLETA ,$127,139.45,100
PLATO TRES DIVISIONES VERDE, CHAPOTEANDO PLATO TERMICO 3 DIVISIONES NUEVO VERDE ,$127,1077.0,90
PLATO TRES DIVISIONES CELESTE, PLATO TRES DIVISIONES CELESTE ,$127,139.45,100
PLATO REDONDO VIOLETA, PLATO REDONDO VIOLETA ,$102,111.52,100
PLATO REDONDO VERDE, PLATO REDONDO VERDE ,$102,111.52,100
PLATO REDONDO ROSA, PLATO REDONDO ROSA ,$102,111.52,100
VASO CON TAPA VIOLETA, VASO CON TAPA VIOLETA ,$87,95.18,100
VASO CON TAPA VERDE, VASO CON TAPA VERDE ,$87,95.18,100
VASO CON TAPA CELESTE, VASO CON TAPA CELESTE ,$87,95.18,100
PLATO REDONDO CELESTE, PLATO REDONDO CELESTE ,$102,111.52,100
PLATO TRES DIVISIONES ROSA, PLATO TRES DIVISIONES ROSA ,$127,139.45,100
VASO CON TAPA ROSA, VASO CON TAPA ROSA ,$87,95.18,100
O2+ PINZA DE DEPILAR VIOLETA (0256), O2+ PINZA DE DEPILAR VIOLETA (0256) ,$599,570.62,100
O2+ PINZA DE DEPILAR FUCSIA (0584), O2+ PINZA DE DEPILAR CON PEINE FUCSIA (0171) ,$599,792.53,91
O2+ SACA CALLOS CON PIEDRA Y CEPILLO (0027), O2+ SACA CALLOS CON PIEDRA Y CEPILLO (0027) ,$398,378.65,100
O2+ SET DE LIMAS 18 CM x 6 UNID. (0164), O2+ SET DE LIMAS 18 CM x 6 UNID. (0164) ,$932,887.63,100
O2+ ARQUEADOR DE PESTAÑAS FUCSIA (0034), O2+ ARQUEADOR DE PESTAÑAS FUCSIA (0034) ,$367,349.5,100
O2+ LIMPIA BROCHA PARA LAVORATORIO VIOLETA (0447), O2+ LIMPIA BROCHA PARA LAVORATORIO VIOLETA (0447) ,$1.240,1180.97,100
O2+ SET BROCHAS DE MAQUILLAJE NEGRO (0355), O2+ SET BROCHAS DE MAQUILLAJE NEGRO (0355) ,$733,697.84,100
O2+ ESPEJO DOBLE RECTANGULAR SWEET TIME (0294, O2+ ESPEJO DOBLE RECTANGULAR SWEET TIME (0294 ,$869,827.19,100
O2+ ESPEJO DOBLE RECTANGULAR GREEN DREAM (0287), O2+ ESPEJO DOBLE RECTANGULAR GREEN DREAM (0287) ,$869,827.19,100
O2+ ESPEJO DOBLE RECTANGULAR LUCKY KISS (0270), O2+ ESPEJO DOBLE RECTANGULAR LUCKY KISS (0270) ,$869,827.19,100
O2+ ESPEJO 10X CON AUMENTO Y SOPAPA (1505), ESPEJO CON AUMENTO 10X (W101) ,$696,767.45,90
O2+ ESPEJO 5X CON AUMENTO Y SOPAPA (1406), O2+ ESPEJO 10X CON AUMENTO Y SOPAPA (1505) ,$640,662.56,91
O2+ ANTIFAZ FRIO CALOR ROSA (1208), O2+ ANTIFAZ FRIO CALOR ROSA (1208) ,$2.214,2108.13,100
O2+ GEL FRIO CALOR SAPO (1703), O2+ GEL FRIO CALOR SAPO (1703) ,$2.190,2085.94,100
O2+ GEL FRIO CALOR PATO (1604), O2+ GEL FRIO CALOR PATO (1604) ,$2.190,2085.94,100
O2+ GEL FRIO CALOR OSO (1802), O2+ GEL FRIO CALOR OSO (1802) ,$2.190,2085.94,100
O2+ CEPILLO DESENREDANTE FUCSIA (0232), O2+ CEPILLO DESENREDANTE FUCSIA (0232) ,$1.240,1180.97,100
O2+ GORRA DE BAÑO (1000), O2+ GORRA DE BAÑO (1000) ,$268,255.2,100
O2+ SET MANICURA FUCSIA (8 PIEZAS) (0188), O2+ SET MANICURA FUCSIA (8 PIEZAS) (0188) ,$2.556,2434.12,100
"TELA ADHESIVA MICROPOROSA FUREY SIN CARRETEL 1,25cmx9mx24u"," TELA ADHESIVA MICROPOROSA C/CARRETEL FUREY 1,25cmx9mx20u ",$1.257,2534.0,95
ALFA PROTECTOR TERMICO SPRAY x 125 ml., ALFA PROTECTOR TERMICO SPRAY x 125 ml. ,$760,1099.27,100
BARRO CAPILAR GALAPAGOS x450g, BARRO CAPILAR  GALAPAGOS x450g ,$592,563.76,100
BAÑO DE SEDA CON KERATINA GALAPAGOS x450g, BAÑO DE SEDA CON KERATINA GALAPAGOS x450g ,$592,563.76,100
CINTA ADHESIVA NEUROMUSCULAR KIN HIPOALERGIC 5 cm x 5 mts PIEL BLISTER, CINTA ADHESIVA NEUROMUSCULAR KIN HIPOALERGIC 5 cm x 5 mts ROJO BLISTER ,$1.342,1277.8,96
CINTA ADHESIVA NEUROMUSCULAR KIN HIPOALERGIC 5 cm x 5 mts NEGRO BLISTER, CINTA ADHESIVA NEUROMUSCULAR KIN HIPOALERGIC 5 cm x 5 mts ROJO BLISTER ,$1.342,1277.8,96
LENOX PLANTILLA REPOSICION KIDS GRANDE, LENOX PLANTILLA REPOSICION KIDS GRANDE ,$1.362,1296.91,100
LENOX PLANTILLA REPOSICION KIDS CHICA, LENOX PLANTILLA REPOSICION KIDS GRANDE ,$1.362,1296.91,91
LENOX PLANTILLA REPOSICION KIDS EXTRA CHICA, LENOX PLANTILLA REPOSICION KIDS GRANDE ,$1.362,1296.91,90
LENOX PLANTILLA REPOSICION KIDS EXTRA GRANDE, LENOX PLANTILLA REPOSICION KIDS GRANDE ,$1.362,1296.91,100
CORTA PASTILLAS 002425, CORTA PASTILLAS 002425 ,$585,557.41,100
LENOX SEPARADOR DEDO DUO DE GEL 8009 UNICO TAMAÑO, LENOX SEPARADOR DEDO DUO DE GEL 8009 UNICO TAMAÑO ,$1.274,1212.93,100
CINTA ADHESIVA NEUROMUSCULAR KIN HIPOALERGIC 5 cm x 5 mts ROJO BLISTER, CINTA ADHESIVA NEUROMUSCULAR KIN HIPOALERGIC 5 cm x 5 mts ROJO BLISTER ,$1.342,1277.8,100
CINTA ADHESIVA NEUROMUSCULAR KIN HIPOALERGIC 5 cm x 5 mts AZUL, CINTA ADHESIVA NEUROMUSCULAR KIN HIPOALERGIC 5 cm x 5 mts ROJO BLISTER ,$1.342,1277.8,96
MARY BOSQUES PALTA EN CREMA CAPILAR x 20 gr., MARY BOSQUES PALTA EN CREMA CAPILAR x 250 gr. ,$118,793.09,99
TENSIOMETRO ANEROIDE SIN ESTETOSCOPIO ESTANDAR CON MANGA CORONET XL HS50C, TENSIOMETRO ANEROIDE SIN ESTETOSCOPIO ESTANDAR CON MANGA CORONET  XL HS50C ,$3.988,3912.31,100
BOMBACHA GERIATRICA PLASTICA TALLE 5, BOMBACHA GERIATRICA PLASTICA TALLE 5 ,$628,597.93,100
SACALECHE BEBEFANTITOS PLASTICO EN CAJA, SACALECHE BEBEFANTITOS PLASTICO EN CAJA ,$388,370.0,100
BASTON TRIPODE DE ALUMINIO (SILFAB HY7300L), BASTON TRIPODE DE ALUMINIO (SILFAB HY7300L) ,$5.223,4974.65,100
ELEVADOR PARA INODORO PLASTICO SILFAB 1018, ELEVADOR PARA INODORO PLASTICO SILFAB 1018 ,$14.311,13629.66,100
EXHIBIDOR LENOX (CONSULTAR PRECIO), CHAPOTEANDO EXHIBIDOR (CONSULTAR PRECIO) ,$43.965,163323.7,90
TALONERA SOFEET MUJER POINT PUNTO AZUL 35 AL 41, TALONERA  SOFEET MUJER POINT PUNTO AZUL 35 AL 41 ,$2.666,2920.08,100
TALONERA SOFEET HOMBRE POINT AZUL 39 AL 47, TALONERA  SOFEET HOMBRE POINT AZUL 39 AL 47 ,$2.666,2920.08,100
TALONERA SOFEET MUJER COMFORT PLUS 35 AL 41, TALONERA  SOFEET MUJER COMFORT PLUS 35 AL 41 ,$2.363,2587.22,100
TALONERA SOFEET HOMBRE COMFORT PLUS 39 AL 47, TALONERA  SOFEET HOMBRE COMFORT PLUS 39 AL 47 ,$2.363,2587.22,100
PINZA DEPILAR XZN CODIGO 420 ACERO MACIZA x 12 u, PINZA DEPILAR XZN CODIGO 420 ACERO MACIZA x 12 u ,$5.747,5473.16,100
CHATA PLASTICA VERTICE, CHATA PLASTICA VERTICE ,$891,870.0,100
LENOX PLANTILLA ANTIMICOTICA ( Talle 43 al 46) 8603, LENOX PLANTILLA ANTIMICOTICA ( Talle 43 al 46) 8603 ,$1.362,1296.91,100
LENOX PLANTILLA ANTIMICOTICA ( Talle 37 al 39) 8601, LENOX PLANTILLA ANTIMICOTICA ( Talle 43 al 46) 8603 ,$1.362,1296.91,92
LENOX PLANTILLA ANTIMICOTICA ( Talle 34 al 36) 8600, LENOX PLANTILLA ANTIMICOTICA ( Talle 43 al 46) 8603 ,$1.362,1296.91,94
LENOX ALMOHADILLA PLANTAR GEL CON REALCE GRANDE 8202, LENOX ALMOHADILLA PLANTAR GEL CON REALCE GRANDE 8202 ,$1.518,1446.19,100
LENOX SEPARADOR DEDO DOBLE T DE GEL GRANDE 8312, LENOX SEPARADOR DEDO DOBLE T DE GEL GRANDE 8312 ,$862,821.07,100
LENOX SEPARADOR DEDO DOBLE T DE GEL MEDIANO 8311, LENOX SEPARADOR DEDO DOBLE T DE GEL MEDIANO 8311 ,$862,821.07,100
LENOX SEPARADOR DEDO DOBLE T DE GEL CHICO 8310, LENOX SEPARADOR DEDO DOBLE T DE GEL CHICO 8310 ,$862,821.07,100
LIMA PULIR 320/400/1500 FUREY L25, LIMA PULIR 320/400/1500 FUREY L25 ,$107,125.6,100
CEPILLO BAÑO MADERA MANGO DESMONTABLE FUREY, CEPILLO BAÑO MADERA MANGO DESMONTABLE FUREY ,$809,855.65,100
TENSIOMETRO INFANTIL CORONET SIN ESTETOSCOPIO HS20C, TENSIOMETRO INFANTIL CORONET SIN ESTETOSCOPIO HS20C ,$3.503,3435.97,100
TENS.ANEROIDE CORONET PALM ABS AZUL HS201T, TENS.ANEROIDE CORONET PALM ABS AZUL HS201T ,$4.460,4374.83,100
LIMA BANANA FUREY DE PULIR 320/400/1500 L13, LIMA PULIR 320/400/1500 FUREY L25 ,$112,125.6,94
LIMA BANANA FUREY ZEBRA 180/240 L21, LIMA BANANA FUREY ZEBRA 180/240 L21 ,$86,102.05,100
CEPILLO CABELLO FUREY DELFIN CHICO J 142, CEPILLO CABELLO FUREY DELFIN CHICO J 142 ,$415,439.6,100
CEPILLO CABELLO FUREY CON STRASS TERMICO MEDIANO 52 MM C 6311, CEPILLO CABELLO FUREY CON STRASS TERMICO MEDIANO 52 MM C 6311 ,$1.078,1130.4,100
"MONTREAL MANTECA CACAO PROTEC LABIAL DE 4,5 grs. x 20 u."," MONTREAL MANTECA CACAO PROTEC LABIAL DE 4,5 grs. x 20 u. ",$3.346,3240.0,100
PERFUS TIPO SIN AGUJA (V14) Nro 1 MACROGOTERO BREMEN, PERFUS TIPO SIN AGUJA (V14) Nro 1 MACROGOTERO BREMEN ,$54,46.57,100
AEROCAMARA NEONATAL AERO100 CON MASCARA BEBE AB00101, AEROCAMARA NEONATAL AERO100 CON MASCARA BEBE AB00101 ,$731,696.0,100
TENSIOMETRO CON ESTETOSCOPIO CORONET ESTANDAR HS50A, TENSIOMETRO ANEROIDE SIN ESTETOSCOPIO ESTANDAR CON MANGA CORONET  XL HS50C ,$3.136,3912.31,94
ALMOHADA SANCA PARA AMAMANTAR (JPV06), ALMOHADA SANCA PARA AMAMANTAR (JPV06) ,$2.239,2132.83,100
BASTON CUADRUPLE EN HIERRO MANGO DE ALUMINIO REGULABLE HY7400L, BASTON CUADRUPLE EN HIERRO MANGO DE ALUMINIO REGULABLE HY7400L ,$5.582,5316.11,100
BASTON CANADIENSE x unid. HY7600L, BASTON CANADIENSE x unid. HY7600L ,$4.005,3814.33,100
BASTON DE MADERA HY7204L, BASTON DE MADERA HY7204L ,$3.688,3512.78,100
BASTON DE ALUMINIO HY7200L, BASTON DE ALUMINIO HY7200L ,$2.834,2698.6,100
TENSIOMETRO PALM BITUBO NEGRO CORONET HS201Q2, TENSIOMETRO PALM BITUBO NEGRO CORONET HS201Q2 ,$5.284,5183.65,100
TENSIOMETRO PALM ESTANDAR CORONET HS201C2, TENSIOMETRO PALM ESTANDAR CORONET HS201C2 ,$4.010,3933.54,100
MARY BOSQUES CREMA DE COCO CON ACEITE DE COCO Y ALMENDRAS SOBRE x 20 gr., MARY BOSQUES CREMA DE COCO POTE x 200 gr.CON ACEITE DE COCO Y ALMENDRAS ,$118,1088.11,95
MARY BOSQUES CREMA DE COCO POTE x 200 gr.CON ACEITE DE COCO Y ALMENDRAS, MARY BOSQUES CREMA DE COCO POTE x 200 gr.CON ACEITE DE COCO Y ALMENDRAS ,$876,1088.11,100
CALZA FITNESS HOMBRE FUREY TALLE 4, CALZA FITNESS HOMBRE FUREY TALLE 4 ,$3.061,2914.83,100
CALZA FITNESS HOMBRE FUREY TALLE 1, CALZA FITNESS HOMBRE FUREY TALLE 4 ,$3.061,2914.83,97
BALANZA MECANICA DE BAÑO," BALANZA MECANICA DE BAÑO, HASTA 130 kg ",$5.259,5008.95,100
CREMA ORDEÑE MONTREAL x 180 grs, CREMA ORDEÑE MONTREAL x 180 grs ,$571,544.0,100
TENSIOMETRO CON ESTETOSCOPIO CORONET SUPERIOR AZUL, TENSIOMETRO CON ESTETOSCOPIO FUREY SUPERIOR AZUL ,$4.181,4174.0,93
TERMOMETRO EXATHERM CONTACTO, TERMOMETRO EXATHERM CONTACTO ,$812,796.73,100
OTOWIL CREMA MANTENIMIENTO ALISADO/EXPRESS SOBRE x 50 grs., OTOWIL CREMA MANTENIMIENTO ALISADO/EXPRESS SOBRE x 50 grs. ,$423,443.04,100
OTOWIL SHAMPOO ALISANTE/EXPRESS SOBRE x 50 grs., OTOWIL SHAMPOO ALISANTE/EXPRESS SOBRE x 50 grs. ,$534,559.64,100
REMERA DE ENTRENAMIENTO MUJER NEGRA TALLE LARGE, REMERA DE ENTRENAMIENTO MUJER NEGRA TALLE SMALL ,$766,729.31,93
REMERA DE ENTRENAMIENTO MUJER NEGRA TALLE MEDIUM, REMERA DE ENTRENAMIENTO MUJER NEGRA TALLE SMALL ,$766,729.31,93
REMERA DE ENTRENAMIENTO MUJER NEGRA TALLE SMALL, REMERA DE ENTRENAMIENTO MUJER NEGRA TALLE SMALL ,$766,729.31,100
REMERA DE ENTRENAMIENTO MUJER NEGRA TALLE EXTRA LARGE, REMERA DE ENTRENAMIENTO MUJER NEGRA TALLE SMALL ,$766,729.31,93
REMERA DE ENTRENAMIENTO MUJER BLANCA TALLE MEDIUM, REMERA DE ENTRENAMIENTO MUJER NEGRA TALLE MEDIUM ,$766,729.31,93
REMERA DE ENTRENAMIENTO MUJER BLANCA TALLE LARGE, REMERA DE ENTRENAMIENTO MUJER NEGRA TALLE LARGE ,$766,729.31,93
REMERA DE ENTRENAMIENTO MUJER BLANCA TALLE EXTRA LARGE, REMERA DE ENTRENAMIENTO MUJER NEGRA TALLE LARGE ,$766,729.31,93
REMERA DE ENTRENAMIENTO HOMBRE NEGRA TALLE EXTRA LARGE, REMERA DE ENTRENAMIENTO MUJER NEGRA TALLE LARGE ,$766,729.31,93
REMERA DE ENTRENAMIENTO HOMBRE NEGRA TALLE LARGE, REMERA DE ENTRENAMIENTO MUJER NEGRA TALLE LARGE ,$766,729.31,93
REMERA DE ENTRENAMIENTO HOMBRE NEGRA TALLE MEDIUM, REMERA DE ENTRENAMIENTO MUJER NEGRA TALLE MEDIUM ,$766,729.31,93
REMERA DE ENTRENAMIENTO HOMBRE NEGRA TALLE SMALL, REMERA DE ENTRENAMIENTO MUJER NEGRA TALLE SMALL ,$766,729.31,93
REMERA DE ENTRENAMIENTO HOMBRE FUREY BLANCA TALLE MEDIUM, REMERA DE ENTRENAMIENTO MUJER BLANCA TALLE MEDIUM ,$766,729.31,93
